step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
235,PAYMENT,20183.49,C860807554,0.0,0.0,M1340209263,0.0,0.0,0,0
235,PAYMENT,10711.89,C2130029289,0.0,0.0,M603446404,0.0,0.0,0,0
235,PAYMENT,19791.39,C1735490441,0.0,0.0,M663999880,0.0,0.0,0,0
235,PAYMENT,26757.2,C1952612721,0.0,0.0,M1768714373,0.0,0.0,0,0
235,PAYMENT,17342.25,C86897426,0.0,0.0,M1009473962,0.0,0.0,0,0
235,PAYMENT,29406.24,C1554136663,0.0,0.0,M1455461662,0.0,0.0,0,0
235,PAYMENT,63633.4,C1008683447,0.0,0.0,M1520411031,0.0,0.0,0,0
235,PAYMENT,22494.12,C386038805,0.0,0.0,M1161323406,0.0,0.0,0,0
235,PAYMENT,5156.59,C61659247,0.0,0.0,M613962388,0.0,0.0,0,0
235,PAYMENT,6977.43,C553545926,0.0,0.0,M651969348,0.0,0.0,0,0
235,PAYMENT,14108.48,C1138133072,0.0,0.0,M633110092,0.0,0.0,0,0
235,PAYMENT,8016.65,C1981235837,0.0,0.0,M840300952,0.0,0.0,0,0
235,CASH_OUT,110307.52,C1165386626,30559.0,0.0,C45426844,0.0,110307.52,0,0
235,TRANSFER,413091.8,C66988926,0.0,0.0,C1719127567,1160207.05,1573298.86,0,0
235,CASH_IN,110870.04,C1337361878,9934.0,120804.04,C928886238,440234.92,329364.87,0,0
235,PAYMENT,5857.65,C1391619201,525.0,0.0,M619605806,0.0,0.0,0,0
235,CASH_OUT,376900.3,C1454966038,40826.0,0.0,C1014320385,1906422.42,2283322.71,0,0
235,CASH_OUT,25175.71,C769303074,599892.0,574716.29,C174392642,0.0,25175.71,0,0
235,CASH_IN,96164.88,C1812809084,59926.0,156090.88,C774236052,0.0,0.0,0,0
235,CASH_IN,165856.4,C994955468,69570.0,235426.4,C2037191282,447598.74,281742.34,0,0
235,PAYMENT,6464.49,C625144582,235426.4,228961.91,M1576115774,0.0,0.0,0,0
235,CASH_OUT,168671.51,C1532036697,493.0,0.0,C1290707739,0.0,168671.51,0,0
235,PAYMENT,7895.47,C248477263,0.0,0.0,M1017605715,0.0,0.0,0,0
235,PAYMENT,5945.93,C1844844439,0.0,0.0,M1044817854,0.0,0.0,0,0
235,PAYMENT,10492.85,C1263457079,20443.0,9950.15,M1276967419,0.0,0.0,0,0
235,CASH_IN,183541.13,C285934912,9703.0,193244.13,C763640546,0.0,0.0,0,0
235,CASH_OUT,101441.21,C444283784,193244.13,91802.92,C2069269386,2445316.52,2546757.72,0,0
235,CASH_IN,118705.22,C663852187,50913.0,169618.22,C230952117,554474.44,435769.22,0,0
235,CASH_IN,299037.59,C208237235,255116.0,554153.59,C155181010,72529.77,0.0,0,0
235,CASH_IN,29051.93,C1166100347,19485.0,48536.93,C942570460,20575.0,0.0,0,0
235,PAYMENT,19613.45,C107320120,10914.0,0.0,M763095587,0.0,0.0,0,0
235,CASH_IN,278332.52,C1782643157,11525.0,289857.52,C1185358050,392350.12,114017.59,0,0
235,PAYMENT,15418.99,C632668537,19623.0,4204.01,M258177700,0.0,0.0,0,0
235,CASH_IN,185440.58,C2109453209,21749.0,207189.58,C863770628,6166175.83,5980735.25,0,0
235,PAYMENT,8406.37,C282616746,2167.0,0.0,M460179137,0.0,0.0,0,0
235,CASH_OUT,235864.22,C256850258,132.0,0.0,C1469245121,156735.52,392599.73,0,0
235,CASH_IN,98761.29,C801662041,6010.0,104771.29,C393874483,0.0,0.0,0,0
235,TRANSFER,311433.11,C2086569785,104771.29,0.0,C1679573696,528781.09,840214.2,0,0
235,CASH_OUT,61240.33,C166727101,310133.0,248892.67,C914208468,0.0,61240.33,0,0
235,PAYMENT,7650.45,C2130911352,139.0,0.0,M319121773,0.0,0.0,0,0
235,CASH_OUT,118592.1,C459953019,11076.0,0.0,C1388722532,605375.11,723967.21,0,0
235,CASH_IN,209986.31,C310261838,710603.0,920589.31,C1636326333,204984.26,0.0,0,0
235,CASH_OUT,40192.03,C1947785881,7178.0,0.0,C1924259657,2502290.12,2542482.15,0,0
235,CASH_OUT,223377.18,C1290705782,125810.0,0.0,C606394593,0.0,223377.18,0,0
235,PAYMENT,9634.38,C97974299,13938.0,4303.62,M1720257703,0.0,0.0,0,0
235,CASH_IN,28321.1,C1425526525,401286.0,429607.1,C727681519,3520930.13,3492609.02,0,0
235,CASH_OUT,307847.33,C1819990590,69435.0,0.0,C54855750,361804.29,669651.62,0,0
235,PAYMENT,10248.69,C1591669130,5555.0,0.0,M1889280706,0.0,0.0,0,0
235,CASH_OUT,34981.38,C452368906,120995.0,86013.62,C119915722,0.0,34981.38,0,0
235,CASH_OUT,71801.05,C543627328,86013.62,14212.57,C608772755,207606.58,279407.63,0,0
235,CASH_OUT,129199.94,C161279847,21116.0,0.0,C1893321812,0.0,129199.94,0,0
235,TRANSFER,169396.19,C403130020,0.0,0.0,C546070696,439176.92,608573.11,0,0
235,TRANSFER,46029.76,C915388772,0.0,0.0,C713806934,678203.3,878007.9,0,0
235,TRANSFER,320607.33,C775029485,0.0,0.0,C382133026,630141.17,950748.5,0,0
235,TRANSFER,323971.24,C1086011291,0.0,0.0,C1241363878,3485088.25,3809059.49,0,0
235,TRANSFER,647665.97,C1647012686,0.0,0.0,C1720107242,3564428.34,4212094.31,0,0
235,TRANSFER,4158063.02,C690268918,0.0,0.0,C1311088350,4961600.09,9119663.11,0,0
235,TRANSFER,1435886.25,C398454869,0.0,0.0,C222006022,2193886.08,3629772.32,0,0
235,TRANSFER,371881.47,C237050582,0.0,0.0,C1204746259,702114.41,837196.71,0,0
235,TRANSFER,1602855.12,C938041671,0.0,0.0,C1521179491,2162571.12,3765426.24,0,0
235,TRANSFER,179215.66,C991301206,0.0,0.0,C1204041638,1434329.56,1613545.21,0,0
235,CASH_OUT,112341.46,C1405320249,32288.0,0.0,C907499666,0.0,112341.46,0,0
235,CASH_OUT,27962.19,C1437739837,70207.0,42244.81,C1339361389,0.0,27962.19,0,0
235,CASH_OUT,144848.11,C690850709,42244.81,0.0,C345202305,340912.38,485760.49,0,0
235,CASH_IN,189463.68,C574768216,16219.0,205682.68,C342496459,5735.0,0.0,0,0
235,CASH_OUT,270051.64,C1781057181,85211.0,0.0,C1174688946,477337.26,747388.89,0,0
235,DEBIT,547.35,C780661542,0.0,0.0,C695758207,3114814.2,3115361.55,0,0
235,CASH_IN,268540.48,C1798550592,90752.0,359292.48,C1215530760,0.0,0.0,0,0
235,PAYMENT,5541.53,C1541627386,359292.48,353750.95,M2001957941,0.0,0.0,0,0
235,CASH_IN,203599.76,C1725736762,170.0,203769.76,C368914734,0.0,0.0,0,0
235,CASH_IN,16707.4,C280731157,20739.0,37446.4,C2111344376,152367.15,135659.76,0,0
235,PAYMENT,8087.03,C1366695285,37446.4,29359.37,M1030236594,0.0,0.0,0,0
235,CASH_OUT,11713.18,C1049541714,48172.0,36458.82,C2011780104,0.0,11713.18,0,0
235,CASH_OUT,175537.34,C1913243296,10356.0,0.0,C1575806012,0.0,175537.34,0,0
235,CASH_IN,277639.31,C334884897,39843.0,317482.31,C1510815107,0.0,0.0,0,0
235,CASH_OUT,58840.86,C1873575508,79126.0,20285.14,C444313061,0.0,58840.86,0,0
235,PAYMENT,9334.82,C613098463,27603.0,18268.18,M403426600,0.0,0.0,0,0
235,PAYMENT,8440.11,C608387824,312892.0,304451.89,M680642290,0.0,0.0,0,0
235,PAYMENT,6564.46,C1442422244,304451.89,297887.43,M333281534,0.0,0.0,0,0
235,CASH_OUT,219047.27,C767028407,104764.0,0.0,C806212592,0.0,219047.27,0,0
235,PAYMENT,16465.24,C188160421,0.0,0.0,M314094490,0.0,0.0,0,0
235,PAYMENT,18787.92,C1784296379,0.0,0.0,M2015016979,0.0,0.0,0,0
235,CASH_IN,275017.32,C1263758468,19891.0,294908.32,C441076163,54703.82,0.0,0,0
235,PAYMENT,11674.15,C471867927,59598.0,47923.85,M660344259,0.0,0.0,0,0
235,CASH_OUT,188341.17,C179036955,23158.0,0.0,C5246898,404205.6,592546.77,0,0
235,TRANSFER,485917.79,C1514965382,60649.0,0.0,C1809865260,738943.72,1224861.5,0,0
235,PAYMENT,6578.66,C1197549634,0.0,0.0,M1312632,0.0,0.0,0,0
235,CASH_IN,273001.52,C1433571162,15475.0,288476.52,C960385403,15679.74,0.0,0,0
235,CASH_OUT,141020.91,C1800154315,35672.0,0.0,C1096478706,2539763.14,2680784.06,0,0
235,PAYMENT,13299.06,C622930648,36158.0,22858.94,M95344323,0.0,0.0,0,0
235,CASH_OUT,24828.67,C1156022643,590.0,0.0,C244280883,149103.71,173932.37,0,0
235,CASH_OUT,106962.6,C1313331024,11310.0,0.0,C262665480,376884.35,483846.95,0,0
235,CASH_OUT,105847.36,C1654412202,0.0,0.0,C608737832,2410815.13,2516662.49,0,0
235,PAYMENT,10919.55,C301435380,190587.0,179667.45,M1768128160,0.0,0.0,0,0
235,CASH_IN,28190.6,C426695051,20827.0,49017.6,C184436080,0.0,0.0,0,0
235,CASH_OUT,300798.88,C435144719,398.0,0.0,C1172462959,0.0,300798.88,0,0
235,CASH_OUT,209287.62,C888822511,42522.0,0.0,C1286055882,0.0,209287.62,0,0
235,CASH_IN,65991.54,C1176413358,37752.0,103743.54,C579519327,877879.64,811888.11,0,0
235,CASH_IN,42906.15,C693346151,102802.0,145708.15,C717903316,0.0,0.0,0,0
235,CASH_OUT,81285.91,C1318815218,31991.0,0.0,C658289394,0.0,81285.91,0,0
235,CASH_OUT,198506.77,C684753900,513300.0,314793.23,C700094565,1488376.28,1686883.05,0,0
235,CASH_OUT,428233.17,C467167628,3024.0,0.0,C329031525,696784.85,1125018.02,0,0
235,PAYMENT,120.32,C784688439,53150.0,53029.68,M1021563144,0.0,0.0,0,0
235,CASH_OUT,6780.13,C276888219,14105.0,7324.87,C288418489,32126.09,38906.22,0,0
235,PAYMENT,5853.99,C1221358862,203.0,0.0,M1302679037,0.0,0.0,0,0
235,PAYMENT,7803.73,C1877782224,0.0,0.0,M2016396692,0.0,0.0,0,0
235,PAYMENT,18663.28,C1398844314,0.0,0.0,M877514414,0.0,0.0,0,0
235,PAYMENT,11161.3,C1046310105,0.0,0.0,M945294819,0.0,0.0,0,0
235,PAYMENT,6778.55,C1848790281,0.0,0.0,M886097631,0.0,0.0,0,0
235,PAYMENT,9537.81,C1631473464,11631.0,2093.19,M435249641,0.0,0.0,0,0
235,CASH_IN,84018.4,C1700212187,104575.0,188593.4,C1596707387,1172202.07,1088183.67,0,0
235,CASH_IN,1959.96,C1468266896,134260.0,136219.96,C46698698,110802.57,108842.62,0,0
235,CASH_OUT,105847.55,C1146567639,311964.0,206116.45,C2156901,31149.21,136996.75,0,0
235,TRANSFER,935557.33,C1455158429,503142.0,0.0,C1117655921,0.0,1162815.84,0,0
235,PAYMENT,4622.93,C173941348,0.0,0.0,M1113134534,0.0,0.0,0,0
235,PAYMENT,14328.32,C1068308441,0.0,0.0,M918229933,0.0,0.0,0,0
235,CASH_IN,41511.16,C1292720668,326436.0,367947.16,C1707043356,101440.89,59929.73,0,0
235,PAYMENT,18361.21,C1198559582,58865.0,40503.79,M271865270,0.0,0.0,0,0
235,CASH_OUT,242084.89,C2130446950,498918.0,256833.11,C1262343343,0.0,242084.89,0,0
235,PAYMENT,7205.67,C1501983263,11391.0,4185.33,M448782864,0.0,0.0,0,0
235,CASH_OUT,83340.85,C680824084,95457.0,12116.15,C522548630,0.0,83340.85,0,0
235,TRANSFER,458966.9,C908402010,5072.0,0.0,C69228821,579261.06,1038227.97,0,0
235,CASH_IN,147208.99,C1549371147,26000.0,173208.99,C768683430,1214294.59,1067085.6,0,0
235,PAYMENT,1643.11,C965951986,21424.0,19780.89,M904108025,0.0,0.0,0,0
235,PAYMENT,7677.06,C724730834,19780.89,12103.83,M1002645600,0.0,0.0,0,0
235,TRANSFER,37913.2,C419193403,6050.0,0.0,C2106661273,1460589.48,1498502.69,0,0
235,CASH_IN,266648.66,C822702722,0.0,266648.66,C752814185,1367612.38,1100963.72,0,0
235,CASH_IN,117846.39,C236604258,266648.66,384495.05,C921915688,717891.08,600044.69,0,0
235,CASH_IN,145584.12,C750314217,384495.05,530079.17,C544951780,506731.94,361147.82,0,0
235,CASH_IN,29173.17,C1462677759,530079.17,559252.33,C716655033,409141.41,379968.24,0,0
235,CASH_IN,70717.16,C768165370,559252.33,629969.49,C1910088059,875425.48,804708.32,0,0
235,CASH_IN,237112.49,C1901353594,629969.49,867081.98,C2059639789,2836141.72,2599029.24,0,0
235,CASH_IN,165492.92,C437272851,867081.98,1032574.9,C673388964,491581.65,326088.73,0,0
